id,tweet_text,emoji,singers
826457032697999364,rom mil magg liv present bran album,[],comello
826457570659487753,canzon elod michel ermal met,[],meta
826458407901265920,buongiorn ved copertin,['__EMOT_POS'],comello
826460134222286854,,,[],nesli
826460997087088641,buongiorn ved copertin,['__EMOT_POS'],comello
826461421391183873,tracklist,['__EMOT_POS'],sylvestre
826462740155867136,scus canzon vincitr mannoi sbagl,['__EMOT_POS'],mannoia
826463805915934720,"camb stelle,s prov riusc ",,['__EMOT_POS'],meta
826464318480867329,festival sanrem cantant gar brav parol michel brav,[],bravi
826465183363190793,buongiorn ved copertin,['__EMOT_POS'],comello
826466644130144257,buongiorn ved copertin,['__EMOT_POS'],comello
826467338786586627,rom mil magg liv present bran album,[],comello
826468487409364997,buongiorn ved copertin,['__EMOT_POS'],comello
826469040164057089,cap felic vien dat prest,[],bernabei
826472695420313601,fabriz mor pront success segn dat https,[],moro
826473300956176387,legg test bran porter,['__EMOT_POS'],chiara
826475279044460546,rom mil magg liv present bran album,[],comello
826477024147603456,campion,['__EMOT_POS'],bernabei
826479454717431809,rom mil magg liv present bran album,[],comello
826479933039931392,test applaus aless bernabe sorris,['__EMOT_POS'],bernabei
826482516907421697,edicol test colp curios,[],elodie
826482941169635333,campion aless bernabe,['__EMOT_POS'],bernabei
826484047262183424,orgogl,[],comello
826485674647842816,buongiorn ved copertin,['__EMOT_POS'],comello
826487489670045697,vorre occhi,['__EMOT_POS'],d'alessio
826488507522805761,campion aless bernabe,['__EMOT_POS'],bernabei
826488899551764480,campion,['__EMOT_POS'],bernabei
826489176489082880,ved l'or ver,[],bernabei
826495384792989696,test applaus aless bernabe sorris,['__EMOT_POS'],bernabei
826495404984385536,test applaus aless bernabe sorris,['__EMOT_POS'],bernabei
826495422139133956,campion,['__EMOT_POS'],bernabei
826495436013858821,campion,['__EMOT_POS'],bernabei
826495468536487936,campion,['__EMOT_POS'],bernabei
826495498878066689,campion,['__EMOT_POS'],bernabei
826495547347460096,campion,['__EMOT_POS'],bernabei
826495638141599744,test applaus aless bernabe sorris,['__EMOT_POS'],bernabei
826495731611615233,test applaus aless bernabe sorris,['__EMOT_POS'],bernabei
826495858648739840,test applaus aless bernabe sorris,['__EMOT_POS'],bernabei
826496186651639809,campion,['__EMOT_POS'],bernabei
826496430349107202,rom mil magg liv present bran album,[],comello
826496725602934784,rom mil magg liv present bran album,[],comello
826497064766947328,campion,['__EMOT_POS'],bernabei
826497288243671041,test applaus aless bernabe sorris,['__EMOT_POS'],bernabei
826498926807285760,campion,['__EMOT_POS'],bernabei
826499733166366721,campion,['__EMOT_POS'],bernabei
826500156375851008,dorm c'e,['__EMOT_POS'],comello
826500680877801474,buongiorn ved copertin,['__EMOT_POS'],comello
826500926890508288,campion,['__EMOT_POS'],bernabei
826501581147369472,campion,['__EMOT_POS'],bernabei
826502505978806272,orgogl,['__EMOT_POS'],d'alessio
826505506298605570,buongiorn ved copertin,['__EMOT_POS'],comello
826506862518534145,campion,['__EMOT_POS'],bernabei
826508092879884293,edicol test colp curios,[],elodie
826508359549476866,buongiorn ved copertin,['__EMOT_POS'],comello
826509869108834304,test applaus aless bernabe sorris,['__EMOT_POS'],bernabei
826511442069356544,tratt comun viv,[],bernabei
826512000767389696,uscir album gar bran omonim,[],masini
826514862918553600,test applaus aless bernabe sorris,['__EMOT_POS'],bernabei
826516391536840704,cap aspett,[],raige
826516657153650689,rom mil magg liv present bran album,[],comello
826517094695055363,campion,['__EMOT_POS'],atzei
826517470777319424,campion,['__EMOT_POS'],bernabei
826517703972233217,campion,['__EMOT_POS'],bernabei
826518217564708864,campion,['__EMOT_POS'],bernabei
826518811859894272,campion,['__EMOT_POS'],bernabei
826519445023707137,campion,['__EMOT_POS'],bernabei
826520212065439744,viet mor bran https://t,[],meta
826522748008722432,campion,['__EMOT_POS'],bernabei
826526660619010048,tif,['__EMOT_POS'],meta
826527423202197504,potr accord prossim lanc l'hashtag atze esibir,[],atzei
826527984186060804,test bran gar autor kekk silvestr,[],atzei
826531510559838208,with buc angol,[],raige
826531755960197122,colp,[],elodie
826531797706108928,colp,[],elodie
826531879667036160,test esist bianc atze sorris,[],atzei
826532489032249346,colp,[],elodie
826532970269908993,giorn ripres scatt backstag videoclip http,[],d'alessio
826533036535717889,giorn ripres scatt backstag videoclip http,[],d'alessio
826533442674360320,giorn ripres scatt backstag videoclip http,[],d'alessio
826533590322335747,fabriz mor sbagl,[],moro
826533882958856193,giorn ripres scatt backstag videoclip http,[],d'alessio
826534061426475009,colp,[],elodie
826535705463644160,giorn ripres scatt backstag videoclip http,[],d'alessio
826536580919746561,rom mil magg liv present bran album,[],comello
826538381786087425,marc masin andra festival sanrem,[],masini
826539587572998145,poch test aggiung not mag palc ariston,['__EMOT_POS'],meta
826540138520010752,campion,['__EMOT_POS'],bernabei
826540948045836288,edicol test colp curios,[],elodie
826544045744934913,anti-duett rett test https,[],nesli
826544045744934913,anti-duett rett test https,[],paba
826544681202880512,test bran gar autor kekk silvestr,[],atzei
826545846170812416,rom mil magg liv present bran album,[],comello
826547134707142656,aspett test meravigl un'emozion unic,[],d'alessio
826548889478107136,giorn ripres scatt backstag videoclip http,[],d'alessio
826550812314890246,cap aspett,[],raige
826551550617198594,ascolt bellissim test,[],d'alessio
826552458365325313,canzon,[],chiara
826555136571011073,colp,[],elodie
826556412302077954,trov coragg,['__EMOT_POS'],mannoia
826559559955259392,buongiorn ved copertin,['__EMOT_POS'],comello
826562921073360896,colp,[],elodie
826563793165623297,test applaus aless bernabe sorris,['__EMOT_POS'],bernabei
826570077323526144,segnal scongiur all'altezz milano-sanrem casell fier,[],meta
826571819880701953,trov coragg,['__EMOT_POS'],mannoia
826573855187664900,colp,[],elodie
826592662761377792,segnal scongiur all'altezz milano-sanrem casell fier https,[],meta
826604136791687168,vicin,[],comello
826667121740505088,buongiorn ved copertin,['__EMOT_POS'],comello
826673898913677313,segnal scongiur all'altezz milano-sanrem casell fier https,[],meta
826676874801774592,rest pot addi,['__EMOT_POS'],bravi
826680153023643649,guard occhi stell acces,[],d'alessio
826682071984832512,buongiorn ved copertin,['__EMOT_POS'],comello
826688740680667136,buongiorn sicur canter nuov pagin,[],meta
826692509699014657,buongiorn sicur canter nuov pagin,[],meta
826695554486898688,buongiorn ved copertin,['__EMOT_POS'],comello
826697661810106371,campion,['__EMOT_POS'],bernabei
826698660645842945,febbrai,['__EMOT_POS'],meta
826705023161790464,eccoc caric,[],bernabei
826715975777136641,colp,[],elodie
826722373214797825,test applaus aless bernabe sorris,['__EMOT_POS'],bernabei
826726159027142657,piccol curios https,[],meta
826729802036035584,piccol curios https,[],meta
826730534932008960,piccol curios https,[],meta
826750692526288896,campion,['__EMOT_POS'],bravi
826750979550937088,test viet mor ermal met sorris,[],meta
826751299999977472,bran,[],gabbani
826751574911438848,febbrai,['__EMOT_POS'],meta
826752795298693122,test pens,['__EMOT_POS'],bernabei
826753972304216070,test bran bellissim compl,[],chiara
826756035197153280,pres ri-pres videoclip,[],gabbani
826758192122253312,prend colp instor tour,[],elodie
826759032987860992,prend colp instor tour,[],elodie
826760724731064320,magg concert anteprim mil rom,[],bernabei
826761472780943360,buongiorn sicur canter nuov pagin,[],meta
826762740710645762,campion,['__EMOT_POS'],bravi
826767942171901952,campion,['__EMOT_POS'],bravi
826768283747676160,test viet mor ermal met sorris,[],meta
826769407535878145,lodov comell sanrem vestir,[],comello
826769824256839680,campion,['__EMOT_POS'],bravi
826770227866304512,campion,['__EMOT_POS'],bravi
826770569395855360,campion,['__EMOT_POS'],bravi
826770895679143936,cover mill boll blu emozion,['__EMOT_POS'],comello
826771438824804352,bell sorpres fan,[],raige
826771438824804352,bell sorpres fan,[],luzi
826771798029107200,inizier arriv cerc googl dimagr settiman,[],bravi
826771817180364800,inizier arriv cerc googl dimagr settiman,[],bravi
826771843889643520,inizier arriv cerc googl dimagr settiman,[],bravi
826771895437631488,inizier arriv cerc googl dimagr settiman,[],bravi
826771960898125824,test applaus aless bernabe sorris,['__EMOT_POS'],bernabei
826772022436962305,inizier arriv cerc googl dimagr settiman,[],bravi
826772144608657409,inizier arriv cerc googl dimagr settiman,[],bravi
826772261545840640,inizier arriv cerc googl dimagr settiman,[],bravi
826772615658352640,inizier arriv cerc googl dimagr settiman,[],bravi
826772848547074049,inizier arriv cerc googl dimagr settiman,[],bravi
826773080223662081,ved l'or scopr look,['__EMOT_POS'],comello
826773262822699009,campion,['__EMOT_POS'],bravi
826773406787973120,test viet mor ermal met sorris,[],meta
826773845172424705,campion,['__EMOT_POS'],bravi
826773903318122496,campion,['__EMOT_POS'],bravi
826774076387708928,campion,['__EMOT_POS'],bravi
826774381019951105,inizier arriv cerc googl dimagr settiman,[],bravi
826774520400867328,campion,['__EMOT_POS'],bravi
826774780959408128,campion,['__EMOT_POS'],bravi
826774990066417664,cover mill boll blu emozion,['__EMOT_POS'],comello
826775303968137216,inizier arriv cerc googl dimagr settiman,[],bravi
826776215939928064,inizier arriv cerc googl dimagr settiman,[],bravi
826776545394040835,inizier arriv cerc googl dimagr settiman,[],bravi
826777008025792512,inizier arriv cerc googl dimagr settiman,[],bravi
826777098505355264,sent curios sap qual fras,[],luzi
826777346418024449,with colp,[],elodie
826778010732883972,inizier arriv cerc googl dimagr settiman,[],bravi
826778540959989760,campion,['__EMOT_POS'],bravi
826778734736846854,inizier arriv cerc googl dimagr settiman,[],bravi
826779019844714498,inizier arriv cerc googl dimagr settiman,[],bravi
826779233435385858,with colp,[],elodie
826779454894665730,campion,['__EMOT_POS'],bravi
826779642455547905,test rett qual fras prefer,[],nesli
826779752937713665,test rett qual fras prefer,[],nesli
826780012388958208,with colp,[],elodie
826780300642570241,campion,['__EMOT_POS'],bravi
826780582382276608,inizier arriv cerc googl dimagr settiman,[],bravi
826780758199173121,test rett qual fras prefer,[],nesli
826781756837724160,test rett qual fras prefer,[],nesli
826781944499302400,campion,['__EMOT_POS'],bravi
826782664191516672,manc pront,"['__EMOT_POS', '__EMOT_NEUT']",nesli
826783143332106240,campion,['__EMOT_POS'],bravi
826783698645372928,campion,['__EMOT_POS'],bravi
826783729699999744,campion,['__EMOT_POS'],bravi
826783752105893889,campion,['__EMOT_POS'],bravi
826783811824394240,campion,['__EMOT_POS'],bravi
826783905680412672,campion,['__EMOT_POS'],bravi
826783994687668224,inizier arriv cerc googl dimagr settiman,[],bravi
826784157242097664,campion,['__EMOT_POS'],bravi
826784234580877313,campion,['__EMOT_POS'],bravi
826784645459144705,with colp,[],elodie
826784908437753860,inizier arriv cerc googl dimagr settiman,[],bravi
826785120686313472,inizier arriv cerc googl dimagr settiman,[],bravi
826785336458108929,campion,['__EMOT_POS'],bravi
826785560454889478,l'ennesim sap sbarazz consigl htt,[],atzei
826786003075682304,campion,['__EMOT_POS'],bravi
826786143123492865,interv perdetel https,[],bernabei
826786267157323777,videointerv fatt backstag storic copertin,[],chiara
826786625212575744,campion,['__EMOT_POS'],bravi
826786861733539840,test rett qual fras prefer,[],nesli
826787444670464005,campion,['__EMOT_POS'],bravi
826787953905192961,mamm fier,[],raige
826788232230612993,campion,['__EMOT_POS'],bravi
826788692417200128,with colp,[],elodie
826788846306213888,campion,['__EMOT_POS'],bravi
826789573330141184,pront andar bancarott,['__EMOT_POS'],elodie
826790161082175488,campion,['__EMOT_POS'],bravi
826790368956051460,campion,['__EMOT_POS'],bravi
826791018041372673,campion,['__EMOT_POS'],bravi
826791206575284224,manc pront,['__EMOT_POS'],comello
826791460011917312,emozion ved l'or,['__EMOT_POS'],comello
826791712030855168,abruzzes pront,['__EMOT_POS'],comello
826791819744772097,ferm punt,[],comello
826792429617561604,vorre occhi,['__EMOT_POS'],d'alessio
826792735625637890,segret guard l'interv complet scopr test,[],bernabei
826792940689301504,campion,['__EMOT_POS'],bernabei
826793054304612353,inizier arriv cerc googl dimagr settiman,[],bravi
826793328331124737,inizier arriv cerc googl dimagr settiman,[],bravi
826793771442520066,manc lodovica,[],comello
826794522675970049,prend colp instor tour,[],elodie
826794781305163776,campion,['__EMOT_POS'],bravi
826795088617623552,campion,['__EMOT_POS'],bravi
826795382650847233,ver delud unico,['__EMOT_POS'],d'alessio
826795808968286208,inizier arriv cerc googl dimagr settiman,[],bravi
826796329309499392,campion,['__EMOT_POS'],bravi
826796650953900032,campion,['__EMOT_POS'],bernabei
826797070698835968,giorn ripres scatt backstag videoclip http,[],d'alessio
826797272419680256,campion,['__EMOT_POS'],chiara
826797678122000384,test magnif,['__EMOT_POS'],d'alessio
826797896184033281,camb stell ricord disobbed https,[],meta
826798413694042112,campion,['__EMOT_POS'],bernabei
826798511329013761,inizier arriv cerc googl dimagr settiman,[],bravi
826798692782964736,ver delud unico,['__EMOT_POS'],d'alessio
826799476119580677,campion,['__EMOT_POS'],chiara
826799780865138688,inizier arriv cerc googl dimagr settiman,[],bravi
826800098977914882,vorre occhi,['__EMOT_POS'],d'alessio
826800424392994817,,,[],d'alessio
826800571113992192,guard occhi stell acces,['__EMOT_POS'],d'alessio
826801336498913280,campion,['__EMOT_POS'],chiara
826802129943805952,test magnif,['__EMOT_POS'],d'alessio
826802473117614081,vorre occhi https://t,['__EMOT_POS'],d'alessio
826802702407569408,semplic stell,[],d'alessio
826802802928279553,pur mag,['__EMOT_POS'],d'alessio
826803063356870656,poss sol accarezz fotograf,['__EMOT_POS'],d'alessio
826804268296392704,campion,['__EMOT_POS'],bravi
826804919395024898,mil febbrai,[],elodie
826805684180250624,istant,[],d'alessio
826806057829859328,campion,['__EMOT_POS'],atzei
826806398717665281,poet dell'amor,['__EMOT_POS'],d'alessio
826807461109723137,campion,['__EMOT_POS'],bravi
826808561573437440,poss sol accarezz fotograf,['__EMOT_POS'],d'alessio
826809775904133122,bran,[],ferreri
826810238804303872,me..sper ved prest,[],d'alessio
826810796063744000,campion,['__EMOT_POS'],chiara
826811282850471936,campion,['__EMOT_POS'],bravi
826811565705986049,segret guard l'interv complet scopr test,[],bernabei
826812365312188416,inizier arriv cerc googl dimagr settiman,[],bravi
826813393252278272,segret guard l'interv complet scopr test,[],bernabei
826813815010504709,vuo trov cercam nell'imprevist,[],bernabei
826813937303838725,vogl freg dir https://t,[],atzei
826814135547617281,l'amor pass ferm sal,[],chiara
826814413575450624,scriver mur stor ragazz,[],clementino
826814501618081792,chiud occhi m'import portam,[],elodie
826814619973013504,ricord l'amor colp,[],meta
826814742903664640,silenz determin confin dubb realt https,[],moro
826814842334019585,assurd compless perfett https://t,[],mannoia
826814968729366533,lodov comell sanrem vestir,[],comello
826815266130640897,prender,[],comello
826815342949367809,pezz gar l'av scritt l'ho,[],atzei
826815364017291265,segn azion onde mar,[],masini
826815534381555713,sal palc stra felic stra orgogl,[],comello
826815834937028610,pezz gar l'av scritt l'ho,[],atzei
826815914863636482,vedra riusc dar paur fan trem https,[],samuel
826816356528115713,lodov comell sanrem vestir,[],comello
826817779382763520,chiud occhi m'import portam,[],elodie
826818240944992257,sent curios sap qual fras,[],luzi
826818816567078913,,,['__EMOT_POS'],d'alessio
826819490029719554,viv emozion https,[],d'alessio
826819816044498949,chiud occhi m'import portam,[],elodie
826820220241207296,colp c'e poes,[],sylvestre
826820414202642434,prender,[],comello
826820577713328130,l'amor pass ferm sal,[],chiara
826820868227657733,campion,['__EMOT_POS'],bravi
826821389856423936,me..sper ved prest,[],d'alessio
826821551521726465,big gar artist canzon,[],comello
826821921824264193,un'emozion camb ragion,[],turci
826822315639980032,big gar artist canzon,[],comello
826822494845800449,vedra riusc dar paur fan trem https,[],samuel
826822661363945475,prender,[],comello
826822772475174914,un'emozion camb ragion,[],turci
826823524279017473,applaus personal artist rimess gioc,[],mannoia
826823885039476736,question pell guard stell vogl string,[],d'alessio
826824162278830081,campion,['__EMOT_POS'],bravi
826824794180091905,respir inchin sorrid gamb trem,[],elodie
826826159501500416,l'amor pass ferm sal,[],chiara
826827198871003140,campion,['__EMOT_POS'],bravi
826827297537785858,inizier arriv cerc googl dimagr settiman,[],bravi
826828815989104640,cover mill boll blu emozion,['__EMOT_POS'],comello
826832587406577664,big gar artist canzon,[],comello
826834731086016513,test applaus aless bernabe sorris ,,['__EMOT_POS'],bernabei
826836532459876353,sit vincitr ,,[],comello
826837725609353217,campion ,,['__EMOT_POS'],bravi
826838563367026690,festival sol ,,[],elodie
826839018268741636,campion ,,['__EMOT_POS'],bravi
826840278757679104,big gar artist canzon ,,[],comello
826841562902560773,rest pot addi ,,['__EMOT_POS'],bravi
826843200790863872,"comunque,l canzon potr bellissim pront giudic disprezz ",,[],bernabei
826843902648971264,magg concert anteprim mil rom ,,[],bernabei
826844249362747394,ship ver amor ,,['__EMOT_POS'],atzei
826844856085598211,test rett qual fras prefer ,,[],nesli
826845231622520832,campion ,,['__EMOT_POS'],bravi
826845838940991488,big gar artist canzon ,,[],comello
826846371919589377,inizier arriv cerc googl dimagr settiman ,,[],bravi
826847007616675840,legg pens immagin ved l'or ,,['__EMOT_POS'],raige
826847892631670789,colp ,,[],elodie
826848483172814849,patty gigliol cinguett tot cotugn quest'ann sanrem aggiung cert ludov comell ,,[],comello
826849048112017409,lett test fan ver stup commovent ,,['__EMOT_POS'],d'alessio
826850316469542912,bell sorpres fan ,,[],raige
826850316469542912,bell sorpres fan ,,[],luzi
826851289321574400,inizier arriv cerc googl dimagr settiman ,,[],bravi
826851964034088962,campion ,,['__EMOT_POS'],bravi
826852714969718785,pezz gar l'av scritt l'ho ,,[],atzei
826853334342651908,gar bran colp conten nell'omonim album ined uscit ,,[],elodie
826854093327056896,big gar artist canzon ,,[],comello
826855443574247429,legg pens immagin ved l'or ,,['__EMOT_POS'],raige
826856082882646023,ragazz diciamol copp bellissim https ,,['__EMOT_POS'],luzi
826856082882646023,ragazz diciamol copp bellissim https ,,['__EMOT_POS'],raige
826857540747132928,inizier arriv cerc googl dimagr settiman ,,[],bravi
826857729578909697,colp ,,[],elodie
826858184023404545,gar bran colp conten nell'omonim album ined uscit ,,[],elodie
826858416949837824,gar bran colp conten nell'omonim album ined uscit ,,[],elodie
826858815547199508,respir inchin sorrid gamb trem ,,[],elodie
826859986668118020,gar bran colp conten nell'omonim album ined uscit ,,[],elodie
826861188571136000,gar bran colp conten nell'omonim album ined uscit ,,[],elodie
826861723869134848,un'emozion gigant ,,['__EMOT_POS'],ron
