id,tweet_text,emoji
826482941169635333,campion aless bernabe ,['__EMOT_POS']
826484047262183424,orgogl ,[]
826486335267622913,anch'i vogl canal sptem tut fest grand ,[]
826486689761787906,occhi spot alien trasmess dire giust ,[]
826487127605141506,gennai febbrai arriv sir ,['__EMOT_POS']
826488179855343616,viagg prosegu pass vuo cant seguic ,[]
826492850678362114,cartellon pubblicitar pezz ,[]
826493733109714945,attacc carl cont ner ,[]
826496043986599937,luc dondon stamp pezz dat profil vol ,[]
826497862036975616,cominc prepar cominc stud ,[]
826498348924403712,,[]
826502125320560640,vogl festival ,['__EMOT_POS']
826508793089503232,destiner somm terremot ansa.it ,[]
826512549390778369,destiner compens sanrem rifer polem ven ,[]
826513048642973696,andat gioc ,[]
826521788859416577,nell'attend ,[]
826523325631430656,manc settiman sanrem ,['__EMOT_POS']
826525402516619268,collabor egid franc segu san rem stay tuned ,[]
826526041598468096,settiman esatt quest'or italian guard ser festival ,[]
826527423202197504,potr accord prossim lanc l'hashtag atze esibir ,[]
826527984186060804,test bran gar autor kekk silvestr ,[]
826530815693746178,vaffancul ,[]
826531510559838208,with buc angol ,[]
826536990317363200,sguard sann ten man ,[]
826537912070184961,carl cont ricever stipend stell decision spiazz ,[]
826538381786087425,marc masin andra festival sanrem ,[]
826539587572998145,poch test aggiung not mag palc ariston ,['__EMOT_POS']
826549751478894592,vorre chied invit ,[]
826551550617198594,ascolt bellissim test ,[]
826553938430279681,settiman festival ,"['__EMOT_POS', '__EMOT_NEUT']"
826565362669981700,,[]
826566185420480512,tant cos belle carica ,[]
826570077323526144,segnal scongiur all'altezz milano-sanrem casell fier ,[]
826582903664603136,sper mett tac depriment camp nazional-popol dur stor ,[]
826616063668391936,ser mett ,[]
826702378732765186,doman tim stor galler vittor emanuel mil ,[]
826714316619575296,davver tiz canter tenc piang ,['__EMOT_POS']
826718815513874433,cont critic compens dic fin compens ascolt ,[]
826720933406765058,compens decoder ,[]
826726645033758721,l'omagg dettagl ,[]
826727154905968640,l'omagg dettagl ,[]
826727686215172096,festival sal pod ,[]
826737807381106689,amo tantissim ,[]
826740274323922946,innamor luig tenc pezz onlin performanc ,[]
826741938615361536,festival recuper sanrem luned febbrai aspett ,[]
826744995990368256,sopravviver ,[]
826747070971310081,tiz canter datem bombol ossigen ,[]
826748706925973504,sfogl vanityfairit mariannemirag blazer ner ,['__EMOT_POS']
826749929594974209,scegl strad divers ricord l'amor violenz ricord disobbed ,[]
826751860761559041,pezz aiut ,['__EMOT_POS']
826753972304216070,test bran bellissim compl ,[]
826759792253399041,canter innamor luig tenc ,[]
826763958224818176,signor aiutam ,[]
826766515882119169,edicol dedic ,[]
826773080223662081,ved l'or scopr look ,['__EMOT_POS']
826777657048178688,pres numer imperd ,['__EMOT_POS']
826782664191516672,manc pront ,"['__EMOT_POS', '__EMOT_NEUT']"
826789573330141184,pront andar bancarott ,['__EMOT_POS']
826791460011917312,emozion ved l'or ,['__EMOT_POS']
826791712030855168,abruzzes pront ,['__EMOT_POS']
826791819744772097,ferm punt ,[]
826792429617561604,vorre occhi ,['__EMOT_POS']
826792564825137152,vorre fart ved vis com' camb rug graff ,[]
826794172053065728,guard amo serg endrig interpret aspett ,['__EMOT_POS']
826795382650847233,ver delud unico ,['__EMOT_POS']
826797678122000384,test magnif ,['__EMOT_POS']
826799582097072129,tiz ferr torn superosp omagg ,[]
826800098977914882,vorre occhi ,['__EMOT_POS']
826800962216067072,omagg luig tenc duett terz dat mil ,[]
826802260923523072,dire..tt dall'ariston story dire.it ,[]
826803643915595778,aspett ,['__EMOT_POS']
826808026992631810,keanu reeves vol mort ,[]
826809013404893184,fatec cant diritt palc ,[]
826810238804303872,me..sper ved prest ,[]
826815534381555713,sal palc stra felic stra orgogl ,[]
826815736005943296,pezz biancaatze gar l'av scritt l'ho ,[]
826816114982273028,decan dell'ostetric anna pollacc nasc bambin conosc ,[]
826817045945864192,applaus personal artist fiorellamannoi rimess gioc rock ,[]
826821652554072064,eta med big ,[]
826821921824264193,un'emozion camb ragion ,[]
826825389867687936,sfid tracc concorrent ,[]
826825802226491393,parl quiz festival canzon ,['__EMOT_NEUT']
826829114338312192,mot guard ,[]
826833135677616128,sap dirm sanrem gentil iniz procession spar fuoc ,[]
826836858541842432,amaregg polem compens ,[]
826838563367026690,festival sol ,[]
826843200790863872,"comunque,l canzon potr bellissim pront giudic disprezz ",[]
826844249362747394,ship ver amor ,['__EMOT_POS']
826847007616675840,legg pens immagin ved l'or ,['__EMOT_POS']
826848483172814849,patty gigliol cinguett tot cotugn quest'ann sanrem aggiung cert ludov comell ,[]
826852156787609601,divers miglior ,[]
826854828513120256,.eur period l'ital viv decis tropp ,[]
826859163728957441,tiz ferr omagg tenc innamor ,[]
826859709756035093,vogl festival ,[]
826871728043335681,robert arman decid abit ser dic poss camb par incostituzional ,[]
826874050412740610,innamor poss accett fatt cluster ,[]
826875510756143105,conduzion dirig l'orchestr ,[]
826877932429643780,attes alien arriv cant terr promess delusion ,[]
826878495154388994,bellissim microf ver cant ,[]
826881116758011905,rtt vol feder sciarell ,[]
826884102674579456,straordinar ,[]
826885489991024649,esegu cappell ,[]
826886578748477440,inorrid centesim pass ,[]
826887873987239936,vogl festival ,[]
826888202392858625,arriv tant tant interv vol legg l'imbarazz scelt ,[]
826890885845700609,doman scal punt bellissima-fiorissima ,['__EMOT_POS']
826898345348255744,marzian pubblic bell ,[]
826912613892288515,sent sogn ritorn ,[]
826914162924216322,bell pubblic padr pii d'or canterin ,[]
826914990640738306,paol bonolis replic camb canal delus aspett ,[]
826917056260034560,l'esenzial marc mengon parol noem l'infern emma ,[]
826931363848740864,,[]
826940616630214658,"pass frett va,no alziam volum cuore,regol ",[]
826958844165242883,sent pensier ,[]
826976509369925633,,[]
826984226465550337,,[]
826996490098745345,,[]
826999601173504002,,[]
827026748084723713,rai deb canon ,[]
827043958589181953,buondayy friulana ved sanremo ,['__EMOT_POS']
827050052422074368,anestet d'effett ,[]
827057142393872384,sper pass frett prossim settiman cosicc fin rott cazz aberr spot ,[]
827060925098229760,mengon omagg tenc second fin tiz ferr business ,[]
827065238465966080,ved palc ,['__EMOT_POS']
827067295159697409,mer centimetr palc mer sucess avra avra cred ,['__EMOT_POS']
827072223211040768,terribil ,['__EMOT_POS']
827084044198301696,buongiorno ,['__EMOT_POS']
827086461807820800,anton ,['__EMOT_POS']
827101121462288384,aspett abbin dedic eccol meravigl ,['__EMOT_POS']
827106632987443201,cool wallpaper cellul ,['__EMOT_POS']
827107532061671424,pers l'interv elod eccol ,[]
827108554427428864,sanrem lungom sanrem ,[]
827118257178046464,salvin carl cont cachet vergogn l'ha negr ,[]
827123376519004161,fisc orecc ,[]
827124259726249984,famigl anan prom gestant arriv l'ostetrica.quel legam strett ,[]
827124781627670528,andat prov neslimusic alice_pab guard l'interv complet ,[]
827133073485602816,ricord doman sapr tracklist ufficial album gioi nell'ar ,['__EMOT_POS']
827140645391319041,buon notiz iniz appen iniz smett ved spot ,[]
827144325314273280,iniz post interv ,[]
827145100807516160,sar stupid testard illus fragil onest ,['__EMOT_POS']
827147980402745345,iniz post interv fatt concorrent ,[]
827149072884699138,sindac tarquin sostien ,[]
827158740369567744,agenzia_ans orchestr reciclados cateur invi spazzatur trasform ,[]
827159290058268672,bianc atze max biagg sent amat ,[]
827165230300008448,stud test ragion ,[]
827168138785615872,c'e mur alto ved doman ,[]
827169590534950913,port palc ,[]
827171560918286339,big gar artist canzon ,[]
827172138243223552,bellissim test ,['__EMOT_POS']
827176255548223489,car mett d'accord cant ,[]
827179269008801792,esce fot iniz scler ,['__EMOT_POS']
827182083768459266,l'event canor trist butt bomb ,[]
827182598594187264,c'e trucc c'e ingann ,[]
827185871057252354,port su..po lasc cad bellezz dolor ,[]
827187279152152576,viv nell'ans ,[]
827189967180947459,sorris self fan consegn regal port ric ,[]
827191275464060928,vogl freg ,[]
827191887341694976,iniz settiman bell dell'ann ,['__EMOT_POS']
827192936374870017,bellissim articol parl album ,[]
827196198788464640,manc giorn ,[]
827198975040221184,dedicatel amat ,[]
827200938163187712,prom carin l'hann fatt ,[]
827201216442687488,fabriz mor maldestr ricev menzion prem lunez sanrem ,[]
827204005059231744,ved stell brill ,['__EMOT_POS']
827205460008767489,talent strisc pomeridian ,[]
827206825191862272,biograf giovan gar ,[]
827207465141932033,articol ,[]
827207988171644929,gar nuov propost guard ,[]
827210320317935617,mett occhial dent spot amo donn ,['__EMOT_POS']
827212136980045826,rtl.it cant d'amor ,[]
827218384555225088,alessandr zacc propon un'interv cantautor stimatissim ,[]
827224513263894529,spot semplic rad animal fattor alien ,[]
827230515526848512,cantautor bran ,[]
827231842608766976,ball sanrem ,[]
827233694398169088,paol pol cant papaver pap sandr mondain ,[]
827234520470605825,arriv sugger togl batter telecom buon scort libr preserv ,[]
827240353577189376,vogl festival ,['__EMOT_POS']
827242914585645057,manc ,[]
827246496533925888,d'accord bisogn cominc viv ,[]
827250389833637889,noovabbe ,['__EMOT_POS']
827253823135551488,rai mand spot programm tem invasion ,[]
827254306130718721,iniz segn dell'innov manett fras degn somm vat manc ,[]
827257639864197121,settiman corr prepar ,[]
827259372187181056,german ama preg ven ,[]
827267987396653056,carinissim buon ser cover duett ,[]
827269889794662400,paol turc vot ,[]
827272413972803584,bell prom mar filipp ,[]
827280473143406592,curios ved l'or ascolt aspett ,['__EMOT_POS']
827282074834919424,staser queen mary ver anteprim ,[]
827284325947187200,mar prom compr vedre ,[]
827289730236694528,scriv ,[]
827290917384155140,mar andat gir spot neanc camb ,[]
827295085956100097,pass ,[]
827295316684726273,pens veng brivid ,[]
827295494183456768,manc settiman apparizion mar ,[]
827295613121335296,mar port louboutin ,[]
827295737658617857,l'ariston inquadr bell ,['__EMOT_POS']
827295859691945984,star ansi ved amor amor ,[]
827296203436150784,mar filipp prepar condurr festival poss sap clinic ,[]
827296752466264064,"marted febbrai maria,tiz carmen,tiz l'omagg tenco,n mar esco,pr xanax prov guard ",[]
827300498554384386,mar ansi tranquill queen spacc support ,['__EMOT_POS']
827301386291466240,vogl festival ,[]
827306892498259969,person dispon iron daje andre ,['__EMOT_POS']
827324190596403203,vogl festival ,['__EMOT_POS']
827396216778403840,young&music full giga&music music consum dat app ascolt ,[]
827418936144703489,tiz ferr super ospit singol personal ,[]
827427525970292736,manc realizz caric ,['__EMOT_POS']
827443173647589377,iniz canzon cant squarciagol ,[]
827456393087221760,avvicin sab prossim scopr rappresent ital ,[]
827461279795273728,rid l'espert calc dilett leott ospit colp ama sky ,[]
827465918615867393,ricord distant dell'amor ,[]
827468066778906624,tgmag aranc rivolu russ ,[]
827470101460951040,anticip l'album marz liv rom milan ,[]
827471866273095680,pront raccont occhi attent talent ,[]
827473574948700161,portam rifless pass torn ,[]
827474522345504769,sbarc festival avra spaz fotogallery ,[]
827477317886685185,fint normal sent tutto..tutt ,[]
827481300718206977,cantant social ,[]
827484890455220224,guard occhi stell acces ,[]
827487986380054529,spot ide tim fenomen mediat man ,[]
827490744411766784,pront ,[]
827498778202632192,sogn present bran ,[]
827505135014256640,manuel agnell carrozzon priv conten intervist robinson ,[]
827505876718198786,bell ,['__EMOT_POS']
827510453047816192,invit boicott vision compens mme toglietem festival ,[]
827515818325983237,big gar artist canzon ,[]
827516183108792320,big gar artist canzon ,[]
827522971547865088,spot queen mary esib dudu-dadad cos bell vist iniz ,[]
827523614597578752,pens pubblic decent alien offens ,[]
827524560681566209,ospit special ,[]
827524863204155400,consum dat ascolt ,[]
827526699726278656,test miglior ,[]
827528301229043717,gar ,[]
827530164183654402,avvicinano..appunt marted ,[]
827531163682164736,amica..cant ,['__EMOT_POS']
827534293559816196,aspett immanc impegn annual parl impegn ,[]
827534971652947969,sent tem giust ,[]
827536316636266502,vogl festival ,['__EMOT_POS']
827541524527329280,maldestr canzon feder album marz ,[]
827542332073467911,tommas zorz l'attacc sgarb acqua pass pens sanrem ,[]
827543795860398080,interv biciclett pedal ,[]
827544429078589441,rimmel aspett ,[]
827551351257329664,dilett leott festival sanrem ,[]
827552377175678976,bell lodov ,[]
827554764292501504,copertin bellissim ,['__EMOT_POS']
827561940281094147,l'hashflag sponsorizz festival dell' ching ,[]
827562545447845891,pens ,[]
827563323034058753,marted febbrai team segu comment approf ,[]
827565277923700738,mamm ador aspett insieme ,['__EMOT_POS']
827565998312157184,gar bran aspett ined ,[]
827571576904232961,leggerissim product placement nell'hashtag tisan waller ,[]
827573146278645761,prossim settiman verr trasmess vero ,['__EMOT_POS']
827575619240226818,aspett reclam present ,[]
827577426297380868,"maallor leotta,k e'bella,molt chiam bell e,soprattutto+br ",[]
827577812257222661,emozion ved ascolt conquister ,['__EMOT_POS']
827589440843415552,vest ner pell bianc ross ciel ,[]
827591410891288576,becc trit tritr bau bau ,[]
827592129182593025,abbin stup ,['__EMOT_POS']
827592816834519040,sponsor quest'ann ,[]
827594456706740225,oltretutt nun amant regazzin ,[]
827605811732025344,valentin insomm ,['__EMOT_POS']
827608739112972288,situazion sentimental davver aspett ,[]
827610285351514112,ricord ,[]
827610788571574272,,['__EMOT_POS']
827611359818969089,settiman prossim sar sanrem tropp ansia ,['__EMOT_POS']
827613465548378115,sostegn brasil ,['__EMOT_POS']
827614502699016192,sostegn brasil ,['__EMOT_POS']
827615094725083136,t'immagin scler ,['__EMOT_POS']
827616583593971717,sostegn brasil ,['__EMOT_POS']
827617176358154243,dic minim minim carl mar punt shar ,[]
827618051998769153,sched c'e sap album tracklist autor test bran ,[]
827621911584718851,camb canal dmax ,['__EMOT_POS']
827632942197403649,log sponsor unic sicur buon ide ,[]
827637942625648641,zinz armat ver ,[]
827640808400646144,stup segu settiman tif gig ,[]
827643249456214018,bell mor hom sapiens prim sanrem ,[]
827644583781814272,test bran ,[]
827649407248117760,manc davver mer centimetr palc attent ,[]
827652467143954432,regin social ,['__EMOT_POS']
827656460767199232,fin programm ver interess costru ,[]
827662253537247233,quest'ann prepar prescind lettur ,[]
827678846002614273,sai scritt tem prof conosc vot ,['__EMOT_POS']
827768950092083200,amor spacc ,[]
827770369868185600,giorn ,['__EMOT_POS']
827779752471715844,festival larg intes mar filipp l'ass rai ,[]
827785023549997056,nell'ital special cur ,[]
827793943471542272,edizion limit numer vinil color prenot cop ,[]
827805835778736128,prov messagg conten bran ,[]
827809947102695424,venerd febbrai showcas ,[]
827817308139769856,l'event facebook vegl testimon ,[]
827822287319683072,scalin mar present ,['__EMOT_POS']
827830681812209664,cant event location ,[]
827834706339172352,sanrem programm special ,[]
827836156796628996,sanrem instagram campion ,['__EMOT_POS']
827838440934871041,gulp music sfid ripeter palc vot prefer prossim sab risult ,[]
827841121246183424,event collateral programm ,[]
827842362990788608,pront ,[]
827843271053438976,hashtag sponsor ,[]
827843904292667392,pass min sms illimit music scanu riesc ascolt ,[]
827847148842676224,guard amam amam adri interpret aspett ,[]
827854925992443904,divers nuov felic posit l'interv ,[]
827856553961205760,emozion ved manc ,['__EMOT_POS']
827861103854178304,nipotin aspett ascolt ,[]
827864008736731136,mar sexy spot immagin palc ,[]
827865776086536192,,['__EMOT_POS']
827866262067937281,vittorian abat catald calabrett present ragionevol sospett ,[]
827869953235759108,trov gioi ,[]
827871840462856192,parl ,[]
827872383113560066,l'ined copp ,[]
827872688207183873,sanrem sanrem tim tim rai ,[]
827878066827325441,big ved prepar festival ,[]
827880840633913344,c'e prepar delus dell'immens dorell boll jenny lun ,[]
827884979061415937,svel prepar ,"['__EMOT_POS', '__EMOT_NEUT']"
827887322725236737,talment tant castell possibil vittor lel dovess vinc bisogn psicolog ,[]
827888111447396352,sondagg music vot pod festival ,[]
827888759446319106,normalissim son viv palc dovre sal ,[]
827889498910576640,interv piac pens bellezz ,[]
827889835083984896,aspett archiv festival story ,[]
827892015832690689,molt polem cachet carl cont qual pensier vic ,[]
827892937635790850,prov all'ariston prosegu sost febbrai ,[]
827893348065275904,franc cachet cont par grav rai arruol person concorrt ,[]
827894528342425602,eur carl cont d'accord ,[]
827895471553146880,content vallett figl d'art attor legam l'ital delon belmond garc stallon ,[]
827898233817071620,event collateral ,[]
827901417776173057,talent ,[]
827902828928782336,dobb preoccup dur ,[]
827907044866977793,nuov interv rad piemont sound buon ascolt ,[]
827912064052129792,nell'abbracc intraved stup ,[]
827916045440671746,parol pass ultimissim ,[]
827916348940492801,dirig l'orchestr maestr bepp vessicc ,[]
827917136345571328,port bran scritt quatt man parl ,[]
827919647391506434,fan canter ,[]
827920624781778945,modal ,[]
827927096156684292,sanrem sicur music ,[]
827930732614057984,dit programm miglior san rem ,"['__EMOT_POS', '__EMOT_NEG']"
827931496417730560,prefer ,[]
827933259883503616,"stamattina,al tg,hann inquadr serviz ",[]
827936431817494528,sanrem cant can porc uni ,[]
827936757853351936,spieg signif simbolin fianc ,[]
827939693526470659,esci list campion divis second ser ,[]
827945562058190849,scopr pag finestr schermatur solar iva manutenzion ,[]
827946716791971840,retweeted mary super pront ved l'or ,[]
827947480557953024,avventur sol ,['__EMOT_POS']
827952444705472512,l'ann prossim condurr sanrem bonolis co-conduttor ,[]
827953111008423936,social messagg iniz ,[]
827957051271831552,l'amor music vinc pregiudiz guarder ascolter canzon ,[]
827958656054464513,l'atmosfer iniz ,['__EMOT_POS']
827963887215587328,l'effett schifo..h prefer port vecc palc festival giovan ,[]
827964490402652160,ansi pubblic countdown ,[]
827965153891250179,progett ,[]
827965545546919942,spacc pazzesc ragazz ,['__EMOT_POS']
827972142667005957,l'emoj tim post italian ,[]
827973357643644928,cazz freg mar icard apsettant ,[]
827977893850574848,rappresent disegnin ,[]
827979344605802496,manc ,[]
827979623422103552,manc dit division big prim ser ,[]
827986099502981120,fatt fot cont ,['__EMOT_POS']
827991168013234180,scald dit settiman prossim ,[]
827995006669619200,ven conosc ,[]
828004768991830016,beviamoc ,[]
828006450484097025,litig staser oper ripulitur vist ,[]
828007733765033985,chiar ,[]
828013531983396864,listen rest gianmar com gianmar com ,[]
828015333307011072,ved l'or ,[]
828017487153332224,retweeted tommas pin seguic segu ,[]
828022354760650752,moment cap orma bachec trasfer ,[]
828023784082923520,settiman prossim mar ,[]
828024550449360896,immagin sak scal scend mar ,[]
828039531337285632,impar memor test manc melod ,['__EMOT_POS']
828147920692244482,sanrem ragazz pens all'amer guard ,[]
828150523270483968,buongiorn buon domen ,['__EMOT_POS']
828165966290894848,manc pronta ,['__EMOT_POS']
828166780501770241,guarder sondagg vot ,[]
828168175359516672,manc vedrem palc auundhhvfnb ,[]
828169873775796224,showcas event ,[]
828170760569118720,manc ansi ved l'or ved bimb ,[]
828172028888961024,pront ,['__EMOT_POS']
828172961983188992,ascolt pell ,['__EMOT_POS']
828175072598880256,legg ,[]
828176613602893824,cos' simbol ross port arco trionfal ,[]
828177152705232896,ved l'or ved palc ,['__EMOT_POS']
828180910940028928,marted special bran ospit interv quint curios ,[]
828189707758661632,event apertur present autor libr mar filipp ,[]
828193149491228672,sanrem teatr sogn ,[]
828193585464037376,cont ter festival inclus ,[]
828194040281755648,viagg l'adrenalin sal ale ,['__EMOT_POS']
828194684912664578,iniz doman ser eccov recap ,[]
828195562503667713,preg ven german ,['__EMOT_POS']
828196058530447365,reput port bac sicur port ,['__EMOT_POS']
828196853288144897,riesc sopport sicur lagn michel zarrill porter ,[]
828198070668128256,ansi sanremes ,[]
828199273032458240,buon viagg bocc lup ,['__EMOT_POS']
828200189609525250,sai poch gran ,[]
828200484943101953,pront scal ,['__EMOT_POS']
828202344710029312,buon viagg ermal fior aspettando!- mer ,['__EMOT_POS']
828202770419347456,campion ,['__EMOT_POS']
828203237643788289,ver valig sanrem ,[]
828204245044310016,c'ho un'ans ,['__EMOT_POS']
828204464771330049,"tanto,tant dic orgogl felic accompagn gross bocc lup ",['__EMOT_POS']
828205055199289345,metticel vot tif ,[]
828207697220816897,serv farv cap poss altern indi alban comand ,[]
828209437001277446,fortun scorr passer emoticon pall arriver primaver ohm ohm ohm ,[]
828210864893358080,sintonizz c'e ,[]
828212579214454785,nascond bui farc prend luc rumor sord macchin ,['__EMOT_POS']
828215352924499968,ved l'or ved palc miglior sicur spaccherai ,['__EMOT_POS']
828215856668737536,giovan pens giovan ,[]
828218246264401921,valer farinacc music legger vogl cant ,[]
828226930646331392,domand clementin tustyl ,[]
828233954167754752,annunc instoretour prender genov febbrai ,[]
828236953007058946,prepar segu ,[]
828238542652469250,realizz ,[]
828239189246349312,camb decis registr ved l'or assol chitarr luc colomb ,[]
828240113251581952,corr buon viagg buon festival ,['__EMOT_POS']
828241778109091841,pagell guid altern festival ,[]
828243810450866177,squadron rtl intrus ,['__EMOT_POS']
828244152785723393,squadron rtl intrus ,['__EMOT_POS']
828249664419930113,doman iniz settiman sanremes ,[]
828249995807698944,sim vot intest maggiorenn vot cont attenzion ,['__EMOT_NEUT']
828250186392670208,bernabell almen diamoc vot uscir caus critic stamp ,[]
828251709550034945,davver ,[]
828252066548158464,[?]days pront spot rai l'ans ,[]
828254560863002624,doman settiman settiman mod ,[]
828254832448389120,dovrebb vot lodov comell ,[]
828257535438225414,crin viagg ,[]
828257823121342465,watc lev calcist gregor interpret aspett ,['__EMOT_POS']
828258873651900417,cant piogg ,['__EMOT_POS']
828259672146792448,dimentic ,[]
828260783192682499,arriv ,[]
828261672112492544,mor pront ,[]
828263354464604160,"nuov punt salto,stavolt parl riman festival cachet altissim vecc ",[]
828264844902199296,piov ,[]
828265086229819392,tropp ansi ,[]
828266486309457921,parol ,[]
828266985289089025,sentir cant ,[]
828268981714878465,viv attim quest'esperit rinchiud ricord cassett ,[]
828269891400630272,staser marted ,[]
828270301238657024,direzion sanrem ,[]
828270558081081345,dipendent solidariet decurt circaeur med ,[]
828271066527199232,,[]
828271230566412289,scus ved l'or ved lel cant canzon l'orchestr ciaon ,[]
828271591792447488,lel cant l'orchestr ,['__EMOT_POS']
828271809950777346,ved l'or sent cant ,[]
828273657399083013,marted inizier d'aless guard ,[]
828274517772476417,venez bell vivre ,[]
828274755396653057,ver sanrem ,[]
828275579740880898,clim pre-derby doman clim pre ,[]
828279742356914176,signif sapp un'appassion sanrem ,[]
828280156582207493,aspett ,[]
828280920469811200,problem dimension fot pass coll ver ,[]
828283704007151616,piov ,[]
828284870484951041,l'ans sent ,[]
828285798650880000,doman onda arriv ,[]
828286030449098753,saprann duell nuov propost ansi ,[]
828287239654359040,success l'art lavor aspett tif bac ,['__EMOT_POS']
828287390930321413,divers almen nell'univers aspett segu nov ,"['__EMOT_POS', '__EMOT_NEUT']"
828287681398468608,vol viv music cap ,['__EMOT_POS']
828289387477729280,scend ,[]
828293054893273088,vend log discut ,[]
828294613194702850,twitter vend log discut ,[]
828294819764109313,repubblicait twitter vend log discut sanremora ,[]
828295150535376897,ser vien apert televot ,[]
828295400171905024,cos' alias curios ,[]
828295617776590848,ved l'or ved lele ,[]
828296346192998401,ved spot alien fet cavol ven ,[]
828297144209661952,pers ,[]
828299740588732416,sapp doman andro ricar telef vot tee ,['__EMOT_POS']
